ID,Name,Latitude,Longitude,Water Temperature,Skill Level,Depth Range,Description,Visibility,Best Time,Region,Marine Life,Hazards,Facilities,Image URL,Featured,Created At,Viz Slug,Compass Bearing,Nearby Runoff,Viz Triggers,Viz Seasonal
153,"East Newry Island",-20.90870000,149.25460000,"23–28 °C","Beginner","3–8 m","Shallow coral gardens, accessible and calm.","8–10 m","May–October","Newry Islands, QLD","Coral trout, starfish, parrotfish","Tidal flow","Shore or boat entry",https://www.coffscoast.com.au/wp-content/uploads/2021/11/2-1820x1024.jpg,false,2025-06-07T11:54:26.138Z,,,,,
165,"Julian Rocks – The Nursery",-28.64310000,153.62720000,"20–26 °C","Beginner","5–12 m","Sheltered site with turtles, rays and wobbegongs.","10–15 m","October–April","Byron Bay, NSW","Turtles, wobbegong sharks, rays","Boat traffic","Boat dive, marine park rules",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:03:38.556Z,,,,,
169,"Nine Mile Reef",-28.12930000,153.64510000,"20–25 °C","Advanced","15–30 m","Deep reef attracting pelagics, sharks and large rays.","15–25 m","September–May","Tweed Heads, NSW","Sharks, kingfish, eagle rays","Depth, current","Boat only",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:03:38.556Z,,,,,
170,"The Pinnacle",-28.12580000,153.64480000,"20–25 °C","Advanced","20–30 m","Isolated bommie with vertical walls and shark activity.","15–25 m","October–April","Tweed Heads, NSW","Grey nurse sharks, cod, tuna","Current, deep","Boat dive only",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:03:38.556Z,,,,,
171,"Shag Rock",-28.15520000,153.62200000,"20–26 °C","Intermediate","6–18 m","Island reef with gullies and abundant reef fish.","10–15 m","Spring–Autumn","Kingscliff, NSW","Moray eels, parrotfish, rays","Surge","Boat dive",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:03:38.556Z,,,,,
174,"Pipeline Port Stephens",-32.71510000,152.15430000,"18–24 °C","Beginner","2–8 m","Shore dive under old pipeline, great for macro.","4–6 m","October–March","Port Stephens, NSW","Seahorses, pipefish, shrimp","Low viz","Shore access",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:03:38.556Z,,,,,
175,"The Looking Glass – South Solitary Island",-30.21530000,153.18910000,"19–25 °C","Intermediate","10–22 m","Famous swim-through between vertical walls.","10–15 m","Spring–Autumn","Coffs Harbour, NSW","Grey nurse sharks, wobbegongs","Current","Boat only",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:04.813Z,,,,,
177,"Muttonbird Island",-30.30420000,153.14200000,"19–25 °C","Beginner","3–10 m","Shore dive with reef and seagrass beds.","4–8 m","Calm conditions only","Coffs Harbour, NSW","Crabs, octopus, small rays","Swell","Shore access",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:04.813Z,,,,,
178,"Split Solitary Island",-30.26030000,153.19760000,"19–25 °C","Intermediate","8–20 m","Split reef structure with coral and good fish life.","10–15 m","October–March","Coffs Harbour, NSW","Morwong, leatherjackets, parrotfish","Boat dive only","Charter required",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:04.813Z,,,,,
179,"North Solitary Island – Anemone Bay",-29.90510000,153.37470000,"20–26 °C","Intermediate","5–20 m","Australia's best anemone colonies with clownfish and turtles.","10–20 m","October–April","Wooli, NSW","Clownfish, sea turtles, trevally","Current, boat only","Marine reserve",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:04.813Z,,,,,
180,"North Solitary – Bubble Cave",-29.90600000,153.37300000,"20–26 °C","Advanced","15–30 m","Cave system with air pocket and rich sponge life.","15–25 m","Dry season","Wooli, NSW","Sharks, rays, crayfish","Overhead environment","Boat dive only",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:04.813Z,,,,,
149,"Brampton Island Wall",-20.81010000,149.26690000,"23–28 °C","Intermediate","6–14 m","Drop-off near Brampton Island with soft corals and marine life.","10–15 m","May–October","Brampton Island, QLD","Turtles, parrotfish, rays","Boat traffic","Boat mooring nearby",https://tse3.mm.bing.net/th/id/OIP.8LWKL-iCAy_bCdATZrFZaQHaFS?rs=1&pid=ImgDetMain&o=7&rm=3,false,2025-06-07T11:54:26.138Z,,,,,
160,"Double Cone Island",-20.12120000,148.81350000,"23–28 °C","Intermediate","6–14 m","Easy reef site near Airlie with abundant coral and fish.","10–12 m","May–October","Whitsundays, QLD","Clownfish, wrasse, rays","Boat traffic","Charters operate nearby",https://live.staticflickr.com/1412/1391218460_dfa375bc42_z.jpg,false,2025-06-07T11:54:54.092Z,,,,,
157,"Cockermouth Island Reef",-20.89120000,149.43710000,"23–28 °C","Intermediate","3–12 m","Coral gardens with moderate current and soft coral fans.","10–15 m","Dry season","Mackay Islands, QLD","Angelfish, reef sharks, nudibranchs","Surge","Boat access",https://cdn.sailing-whitsundays.com/web/images/articles/1337/cockermouthisland_mackay_3.jpg,false,2025-06-07T11:54:54.092Z,,,,,
181,"North Solitary – Elbow Cave",-29.90750000,153.37420000,"20–26 °C","Advanced","12–28 m","Cave and ledge system for experienced divers.","15–20 m","Spring–Autumn","Wooli, NSW","Moray eels, groupers, lionfish","Depth, overhead","Boat dive only",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:04.813Z,,,,,
182,"North West Solitary Island",-30.05510000,153.29110000,"20–26 °C","Intermediate","8–18 m","Fringing reef with fish schools and soft corals.","10–15 m","Spring–Summer","Arrawarra, NSW","Turtles, blue groupers, rays","Surge","Boat dive only",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:04.813Z,,,,,
183,"Wooli Pinnacle",-29.90790000,153.39510000,"20–26 °C","Advanced","22–36 m","Deep offshore pinnacle with large pelagics.","20–30 m","October–April","Wooli, NSW","Kingfish, sharks, tuna","Depth, current","Liveaboard or day charter",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:04.813Z,,,,,
184,"Pimpernel Rock",-30.04420000,153.33800000,"19–25 °C","Advanced","25–40 m","Vertical rock columns rising from deep water.","20–30 m","Calm season only","Off Coffs Harbour, NSW","Sharks, barracuda, trevally","Deep, advanced","Boat only",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:04.813Z,,,,,
168,"Cook Island – Turtle Cove",-28.18400000,153.55650000,"20–25 °C","Beginner","4–12 m","Frequent turtle sightings with soft coral cover.","8–12 m","Year-round","Tweed Heads, NSW","Turtles, eagle rays, wrasse","Swell, surge","Boat dive",https://media.tacdn.com/media/attractions-splice-spp-674x446/15/55/4c/4e.jpg,false,2025-06-07T12:03:38.556Z,,,,,
189,"Spot X Reef",-30.01730000,153.21010000,"19–25 °C","Intermediate","5–15 m","Patch reef with sand gullies and coral cover.","8–12 m","Spring–Summer","Arrawarra, NSW","Stingrays, wrasse, nudibranchs","Surge","Boat or shore access",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:29.032Z,,,,,
191,"Swansea Bridge",-33.08810000,151.63840000,"17–22 °C","Intermediate","4–10 m","Tidal dive under bridge pylons, great for macro spotting.","5–10 m","Slack tide only","Lake Macquarie, NSW","Seahorses, nudibranchs, octopus","Strong current","Shore access, parking",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:29.032Z,,,,,
192,"Halifax Park",-32.69250000,152.17120000,"18–24 °C","Intermediate","5–18 m","Diverse marine life and corals near Nelson Bay.","10–15 m","October–April","Port Stephens, NSW","Morwong, groupers, rays","Current","Shore dive (tide sensitive)",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:29.032Z,,,,,
194,"Kingscliff Reef",-28.25110000,153.57890000,"20–25 °C","Intermediate","6–12 m","Patch reef with coral and diverse tropical species.","10–15 m","October–March","Kingscliff, NSW","Angelfish, nudibranchs, rays","Surge","Boat access",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:56.688Z,,,,,
195,"Fingal Head Reef",-28.20810000,153.57530000,"20–25 °C","Intermediate","4–10 m","Inshore reef with basalt boulders and sea grass beds.","8–12 m","Spring–Summer","Fingal Head, NSW","Wobbegongs, cuttlefish, octopus","Boat traffic","Boat or kayak entry",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:56.688Z,,,,,
197,"Julian Rocks – Hugo's Trench",-28.64490000,153.62670000,"20–26 °C","Intermediate","10–22 m","Narrow trench with reef sharks and strong visibility.","10–18 m","Spring–Summer","Byron Bay, NSW","Sharks, rays, groupers","Current","Boat dive",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:56.688Z,,,,,
198,"Kings Beach – Broken Head",-28.70520000,153.61210000,"20–25 °C","Beginner","3–8 m","Protected shore dive with bommies and rock walls.","6–10 m","Calm days only","Broken Head, NSW","Eels, rays, wrasse","Swell","Shore entry",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:56.688Z,,,,,
200,"North Ballina Wall",-28.86740000,153.57720000,"20–25 °C","Advanced","8–18 m","Rocky ledge extending from headland, big swell exposure.","10–15 m","Spring–Summer","Ballina, NSW","Groper, crayfish, sharks","Swell, surge","Shore access (difficult)",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:56.688Z,,,,,
202,"Red Rock Reef",-29.97620000,153.22600000,"19–25 °C","Beginner","4–10 m","Shore-accessible reef with gullies and macro life.","6–10 m","Spring–Summer","Red Rock, NSW","Crabs, nudibranchs, small rays","Swell","Shore dive",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:56.688Z,,,,,
203,"Sandon River Mouth",-29.74180000,153.29130000,"19–25 °C","Beginner","2–6 m","Calm estuarine dive with seagrass and juvenile fish.","5–7 m","Calm conditions only","Sandon, NSW","Flathead, mullet, gobies","Low viz, tidal","Shore access",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:56.688Z,,,,,
204,"Wooli Beach Bommies",-29.88890000,153.26710000,"20–26 °C","Intermediate","6–14 m","Nearshore reef system with coral and rocky ledges.","10–12 m","October–April","Wooli, NSW","Octopus, snapper, rays","Surge, swell","Boat or shore",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:05:23.222Z,,,,,
205,"Wilson Headland",-29.88820000,153.28200000,"20–26 °C","Advanced","10–22 m","Exposed site with large boulders and sharks.","12–20 m","Calm days","Wooli, NSW","Sharks, pelagics, turtles","Current, surge","Boat dive only",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:05:23.222Z,,,,,
201,"Patch's Reef – Woolgoolga",-30.09870000,153.19920000,"19–25 °C","Intermediate","6–14 m","Bommie dive with hard corals and good fish variety.","10–15 m","October–March","Woolgoolga, NSW","Leatherjackets, stingrays, turtles","Surge","Boat or kayak entry",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:56.688Z,,,,,
190,"The Steps – Port Macquarie",-31.42140000,152.91200000,"18–24 °C","Beginner","3–8 m","Shallow reef dive popular for training and night dives.","5–7 m","October–March","Port Macquarie, NSW","Eels, small rays, macro life","Swell","Shore access",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:04:29.032Z,,,,,
172,"Cabbage Tree Island",-32.68440000,152.20410000,"18–24 °C","Intermediate","6–18 m","Island reef with coral gardens and swim-throughs.","8–12 m","October–April","Port Stephens, NSW","Blue grouper, cuttlefish, rays","Surge","Boat dive",https://www.diveplanit.com/?attachment_id=5840,false,2025-06-07T12:03:38.556Z,,,,,
193,"Fly Point to Pipeline Drift",-32.71420000,152.15600000,"18–24 °C","Intermediate","6–14 m","Popular drift dive between two major sites in Nelson Bay.","10–15 m","Slack tide","Port Stephens, NSW","Octopus, anglerfish, nudibranchs","Timing crucial","Shore access both ends",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/c1/80/c180fac8fa03b4ffc4904b880bb93b5e.webp,false,2025-06-07T12:04:29.032Z,,,,,
211,"Sandstone Reef – Minnie Water",-29.76930000,153.28020000,"19–25 °C","Intermediate","6–12 m","Scattered sandstone reef with strong reef fish life.","10–12 m","Dry season","Minnie Water, NSW","Snapper, trevally, morwong","Surge, tide-sensitive","Boat access",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:05:23.222Z,,,,,
213,"Green Island East Wall",-30.86300000,153.06940000,"18–24 °C","Intermediate","8–18 m","Wall dive with overhangs and soft coral growth.","10–15 m","Dry season","South West Rocks, NSW","Lionfish, rays, snapper","Boat traffic","Boat dive only",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:05:23.222Z,,,,,
214,"Racecourse Reef – Crescent Head",-31.18850000,152.99210000,"18–24 °C","Intermediate","6–14 m","Fringing reef dive with coral bommies and ledges.","10–12 m","October–March","Crescent Head, NSW","Morwong, stingrays, gropers","Boat only","No facilities",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:05:45.932Z,,,,,
215,"Korogoro Creek Mouth",-31.05070000,153.05930000,"18–24 °C","Beginner","2–6 m","Estuary mouth great for fish nurseries and snorkelling.","4–6 m","Summer","Hat Head, NSW","Mullet, flathead, shrimp","Low viz, tides","Shore access",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:05:45.932Z,,,,,
216,"Middle Ground – Port Macquarie",-31.45010000,152.95010000,"18–24 °C","Advanced","18–26 m","Offshore reef with sponges and pelagic encounters.","15–20 m","October–April","Port Macquarie, NSW","Trevally, tuna, groupers","Current, depth","Boat dive only",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:05:45.932Z,,,,,
218,"Town Beach Headland",-31.43110000,152.91870000,"18–24 °C","Beginner","2–8 m","Easy entry dive with gullies and small reef patches.","5–7 m","Calm conditions only","Port Macquarie, NSW","Crabs, seastars, seahorses","Silt, low viz","Shore access",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:05:45.932Z,,,,,
219,"Dolphin Reef – Crescent Head",-31.20230000,153.01320000,"18–24 °C","Intermediate","8–16 m","Rocky reef named for frequent dolphin sightings.","10–15 m","October–March","Crescent Head, NSW","Snapper, rays, turtles","Boat only","Charter required",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:05:45.932Z,,,,,
220,"Lighthouse Reef – South West Rocks",-30.87550000,153.05500000,"18–24 °C","Intermediate","8–20 m","Rock shelf with fish schools and sponges.","10–15 m","October–April","South West Rocks, NSW","Trevally, wrasse, sharks","Surge","Boat dive",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:05:45.932Z,,,,,
221,"Little Bay Headland",-30.86980000,153.06320000,"18–24 °C","Beginner","3–8 m","Shallow rocky entry for macro and training dives.","5–7 m","Summer","South West Rocks, NSW","Octopus, eels, seastars","Shore entry","Easy beach access",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T12:05:45.932Z,,,,,
226,"Jons Cave",-27.10000000,153.50000000,"18–26 °C","Advanced","21–30 m","A recently discovered cave system off the eastern coast of Moreton Island, offering intriguing underwater exploration.","10–30 m","Year-round","Moreton Island, QLD","Crayfish, black corals, kelp gardens","Tight passages, currents","Boat access",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T21:51:47.867Z,,,,,
222,"Flinders Reef",-26.98830000,153.44210000,"22–26 °C","All Levels","5–20 m","A vibrant coral reef near Cape Moreton, home to over 175 fish species and diverse marine life.","10–30 m","Year-round","Moreton Island, QLD","Turtles, wobbegong sharks, manta rays, reef fish","Occasional currents","Boat access",https://scubashanediving.com.au/wp-content/uploads/2018/07/21125573_825784784248127_4339324370056255834_o-1210x423.jpg,false,2025-06-07T21:51:47.867Z,,,,,
217,"Flynns Beach Reef",-31.43980000,152.92110000,"18–24 °C","Beginner","3–10 m","Inshore reef dive with ledges and coral growth.","6–10 m","Spring–Summer","Port Macquarie, NSW","Wrasse, rays, small fish","Surge","Shore access",https://greatbarrierreeftours.com/files/2024/09/flynn-reef-1.jpg,false,2025-06-07T12:05:45.932Z,,,,,
232,"Gold Coast Seaway",-27.93660000,153.42630000,"20–24 °C","All Levels","5–25 m","A popular shore dive site with varied marine life, including seahorses and pufferfish.","10–20 m","High tide","Gold Coast, QLD","Seahorses, pufferfish, Queensland groper, over 400 species","Strong currents, boat traffic","Shore access",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T21:52:59.310Z,,,,,
223,"Curtin Artificial Reef",-27.11070000,153.36610000,"20–24 °C","Advanced","16–27 m","An artificial reef created from over 30 scuttled vessels, attracting large groupers and schools of fish.","12–15 m","Year-round","Moreton Bay, QLD","Barracuda, groper, wobbegongs, rays, kingfish","Strong currents","Bathrooms, airfills",https://assets.atdw-online.com.au/images/Original__9198055_TQ_DSC_4152_3wtextj.JPG?rect=246%2C0%2C3797%2C2848&w=2048&h=1536&q=eyJ0eXBlIjoibGlzdGluZyIsImxpc3RpbmdJZCI6IjU2YjI2NTk1MmNiY2JlNzA3M2FkZjYzMSIsImRpc3RyaWJ1dG9ySWQiOiI1NmIxZWI5NDQ0ZmVjYTNkZjJlMzIyMTMiLCJhcGlrZXlJZCI6IjU2YjFmNjNmMGNmMjEzYWQyMGRlZGVlOSJ9,false,2025-06-07T21:51:47.867Z,,,,,
199,"Black Rock Reef – Evans Head",-29.10850000,153.45020000,"19–24 °C","Intermediate","10–20 m","Island reef with swim-throughs and steep walls.","10–15 m","October–April","Evans Head, NSW","Turtles, kingfish, gropers","Surge, boat traffic","Boat dive only",https://s3.ap-southeast-2.amazonaws.com/storage.weareexplorers.co/wp-content/uploads/2023/06/08155403/Exploring-the-base-lost-amongst-the-fish.jpeg,false,2025-06-07T12:04:56.688Z,,,,,
225,"China Wall",-27.10000000,153.50000000,"20–24 °C","Intermediate","16–32 m","A dive site featuring kelp beds and unique rock formations on the eastern side of Moreton Island.","10–20 m","Year-round","Moreton Island, QLD","Soft corals, gorgonians, black coral trees, tropical fish","Surge, currents","Boat access",https://www.uw360.asia/2020/wp-content/uploads/2020/10/Untitled-1-01.png,false,2025-06-07T21:51:47.867Z,,,,,
233,"Palm Beach Reef",-28.09550000,153.48390000,"20–24 °C","All Levels","5–24 m","The largest coral reef system on the Gold Coast, accessible by private boat, featuring vibrant marine ecosystems.","10–25 m","Year-round","Gold Coast, QLD","Soft corals, sponges, reef fish, pelagic species","Strong currents","Boat access",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T21:52:59.310Z,,,,,
234,"Kirra Reef",-28.16670000,153.53330000,"20–24 °C","All Levels","5–10 m","A shore dive site with large rocks and diverse marine life, suitable for divers of all levels.","5–10 m","Year-round","Gold Coast, QLD","Octopus, cuttlefish, nudibranchs, flatworms, stingrays, eagle rays, wobbegongs, blind sharks","Limited visibility","Shore access",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T21:52:59.310Z,,,,,
236,"Peel Island",-27.50000000,153.38330000,"20–24 °C","All Levels","5–10 m","Surrounded by coral reefs and seagrass beds, offering encounters with dugongs, turtles, and dolphins.","5–10 m","Year-round","Moreton Bay, QLD","Dugongs, turtles, dolphins, reef fish","Boat traffic","Boat access",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T21:52:59.310Z,,,,,
237,"Harry Atkinson Artificial Reef",-27.40730000,153.31170000,"20–24 °C","Intermediate","10–20 m","An artificial reef created in 1975, featuring a variety of structures including the scuttled Tiwi Pearl, providing habitat for diverse marine life.","10–15 m","Year-round","Moreton Bay, QLD","Snapper, cobia, parrotfish, sweetlip","Strong currents","Boat access",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T21:54:08.727Z,,,,,
238,"West Peel Artificial Reef",-27.51100000,153.38300000,"20–24 °C","Intermediate","10–15 m","A 50ha area of clustered concrete reef balls installed in 2010, attracting a variety of fish species.","10–15 m","Year-round","Moreton Bay, QLD","Pink snapper, emperor, reef fish","Strong currents","Boat access",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T21:54:08.727Z,,,,,
239,"Mudjimba Island (Old Woman Island)",-26.61670000,153.11670000,"20–24 °C","All Levels","2–15 m","A dive site with extensive fields of hard and soft coral, gullies, ledges, and bommies.","10–20 m","Year-round","Sunshine Coast, QLD","Morwong, surgeonfish, damsels, pufferfish, gobies","Occasional surge","Boat access",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T21:54:08.727Z,,,,,
240,"Julian Rocks Marine Sanctuary",-28.63330000,153.61670000,"20–24 °C","All Levels","5–35 m","A world-class dive site within the Cape Byron Marine Park, home to over 1,000 marine species.","10–30 m","Year-round","Byron Bay, NSW","Manta rays, leopard sharks, grey nurse sharks, turtles, reef fish","Strong currents","Boat access",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T21:54:08.727Z,,,,,
241,"Tweed River",-28.16970000,153.54960000,"20–24 °C","Beginner","5–12 m","A shore-accessible dive site with easy entry, ideal for training and night dives.","8–9 m","High tide","Tweed Heads, NSW","Eagle rays, turtles, dolphins, moray eels, octopus","Boat traffic, limited visibility after rain","Shore access",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T21:54:08.727Z,,,,,
243,"Horseshoe Bay (Peel Island)",-27.50000000,153.38330000,"20–24 °C","All Levels","2–10 m","A sheltered bay with sandy beaches and clear waters, popular for swimming and snorkeling.","5–10 m","Year-round","Moreton Bay, QLD","Dugongs, turtles, dolphins","Boat traffic","Boat access",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T21:54:08.727Z,,,,,
244,"The Bluff (Peel Island)",-27.50000000,153.38330000,"20–24 °C","Intermediate","5–15 m","A headland dive site offering encounters with various fish species and coral formations.","10–15 m","Year-round","Moreton Bay, QLD","Reef fish, corals","Strong currents","Boat access",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T21:54:08.727Z,,,,,
230,"Scottish Prince Shipwreck",-27.93330000,153.43330000,"20–24 °C","All Levels","5–10 m","A 19th-century iron barque wreck, now a dive site rich in marine biodiversity.","5–15 m","Year-round","Gold Coast, QLD","Turtles, rays, sharks, bait fish, soft corals","Limited visibility, boat traffic","Boat access",https://goldcoastdiveadventures.com.au/wp-content/uploads/2019/02/dollar_86173234-small-file.jpg,false,2025-06-07T21:52:59.310Z,,,,,
235,"Ex-HMAS Brisbane",-26.60500000,153.15000000,"20–24 °C","Advanced","15–28 m","A decommissioned naval ship sunk to create an artificial reef, now a premier wreck dive site.","10–30 m","Year-round","Sunshine Coast, QLD","Turtles, reef fish, soft corals, macro life","Strong currents","Boat access",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/e2/52/e2524cdbbf2fefa84db4f316db312b5a.webp,false,2025-06-07T21:52:59.310Z,,,,,
231,"Cook Island",-28.20000000,153.58330000,"20–24 °C","All Levels","5–15 m","A marine reserve offering encounters with turtles, nudibranchs, and diverse coral formations.","10–20 m","Year-round","Tweed Heads, NSW","Turtles, nudibranchs, reef fish, hard and soft corals","Occasional currents","Boat access",https://goldcoastdiveadventures.com.au/wp-content/uploads/2018/05/27-gold-coast-dive-adventures-dive-sites-gold-coast.jpg,false,2025-06-07T21:52:59.310Z,,,,,
242,"Fraser Island",-25.23900000,153.13250000,"20–24 °C","All Levels","5–18 m","Diving opportunities along the western coast, featuring reefs and diverse marine life.","10–20 m","Year-round","Fraser Coast, QLD","Reef fish, turtles, dolphins","Strong currents","Boat access",https://cdn.sailing-whitsundays.com/web/images/articles/1186/fraser-tours-100.jpg,false,2025-06-07T21:54:08.727Z,,,,,
107,"Klein Point Barge",-35.02440000,137.75440000,"15–21 °C","Advanced","12–20 m","Deep barge wreck off Klein Point with excellent sponge growth.","10–15 m","October–April","Yorke Peninsula, SA","Blue devils, moray eels","Depth, current","Boat dive only",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTT9yYVTzV-hTLyma2CigPJqVcXXrLb2nugSw&s,false,2025-06-07T11:44:05.291Z,,,,,
